2021-02-16 13:35:36.712583
{'physician-fee-freeze=n'} --> {'Class Name=democrat'} | Confidence: 0.9919028340080972 | Consequent Support: 0.6137931034482759 | Support: 0.5632183908045977 | Lift: 1.6160214711367875
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9873417721518987 | Consequent Support: 0.5678160919540229 | Support: 0.3586206896551724 | Lift: 1.7388407728181212
{'physician-fee-freeze=n', 'education-spending=n', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9285714285714286 | Consequent Support: 0.5310344827586206 | Support: 0.3586206896551724 | Lift: 1.7486085343228202
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.968944099378882 | Consequent Support: 0.5632183908045977 | Support: 0.3586206896551724 | Lift: 1.7203701356318926
{'education-spending=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} | Confidence: 0.9069767441860465 | Consequent Support: 0.503448275862069 | Support: 0.3586206896551724 | Lift: 1.8015291494106402
{'physician-fee-freeze=n', 'education-spending=n', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9285714285714286 | Consequent Support: 0.5816091954022988 | Support: 0.3586206896551724 | Lift: 1.596555618294749
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.968944099378882 | Consequent Support: 0.5678160919540229 | Support: 0.3586206896551724 | Lift: 1.706440013076169
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'superfund-right-to-sue=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9629629629629629 | Consequent Support: 0.5563218390804597 | Support: 0.3586206896551724 | Lift: 1.7309458218549127
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9454545454545454 | Consequent Support: 0.5678160919540229 | Support: 0.3586206896551724 | Lift: 1.6650717703349283
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9397590361445782 | Consequent Support: 0.5816091954022988 | Support: 0.3586206896551724 | Lift: 1.6157912281537214
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9069767441860465 | Consequent Support: 0.4850574712643678 | Support: 0.3586206896551724 | Lift: 1.86983357213711
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9936305732484076 | Consequent Support: 0.6137931034482759 | Support: 0.3586206896551724 | Lift: 1.618836327202462
{'superfund-right-to-sue=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9873417721518987 | Consequent Support: 0.5678160919540229 | Support: 0.3586206896551724 | Lift: 1.7388407728181212
{'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9570552147239263 | Consequent Support: 0.5632183908045977 | Support: 0.3586206896551724 | Lift: 1.6992612996118692
{'physician-fee-freeze=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3586206896551724 | Lift: 1.6292134831460674
{'physician-fee-freeze=n', 'education-spending=n', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.934131736526946 | Consequent Support: 0.5816091954022988 | Support: 0.3586206896551724 | Lift: 1.6061158315779507
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9873417721518987 | Consequent Support: 0.5678160919540229 | Support: 0.3586206896551724 | Lift: 1.7388407728181212
{'physician-fee-freeze=n', 'education-spending=n', 'anti-satellite-test-ban=y'} --> {'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9285714285714286 | Consequent Support: 0.5310344827586206 | Support: 0.3586206896551724 | Lift: 1.7486085343228202
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9454545454545454 | Consequent Support: 0.5632183908045977 | Support: 0.3586206896551724 | Lift: 1.6786641929499073
{'education-spending=n', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} | Confidence: 0.9069767441860465 | Consequent Support: 0.503448275862069 | Support: 0.3586206896551724 | Lift: 1.8015291494106402
{'adoption-of-the-budget-resolution=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3586206896551724 | Lift: 1.6292134831460674
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9454545454545454 | Consequent Support: 0.5816091954022988 | Support: 0.3586206896551724 | Lift: 1.6255839022637442
{'adoption-of-the-budget-resolution=y', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9936305732484076 | Consequent Support: 0.5678160919540229 | Support: 0.3586206896551724 | Lift: 1.7499161917532686
{'adoption-of-the-budget-resolution=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9629629629629629 | Consequent Support: 0.5563218390804597 | Support: 0.3586206896551724 | Lift: 1.7309458218549127
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9397590361445782 | Consequent Support: 0.5310344827586206 | Support: 0.3586206896551724 | Lift: 1.7696761070255047
{'adoption-of-the-budget-resolution=y', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9454545454545454 | Consequent Support: 0.5632183908045977 | Support: 0.3586206896551724 | Lift: 1.6786641929499073
{'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} | Confidence: 0.934131736526946 | Consequent Support: 0.503448275862069 | Support: 0.3586206896551724 | Lift: 1.8554671478959888
{'adoption-of-the-budget-resolution=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9629629629629629 | Consequent Support: 0.5011494252873563 | Support: 0.3586206896551724 | Lift: 1.9215086646279307
{'adoption-of-the-budget-resolution=y', 'superfund-right-to-sue=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9570552147239263 | Consequent Support: 0.4850574712643678 | Support: 0.3586206896551724 | Lift: 1.9730759166109382
{'adoption-of-the-budget-resolution=y', 'superfund-right-to-sue=n'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9069767441860465 | Consequent Support: 0.4827586206896552 | Support: 0.3586206896551724 | Lift: 1.878737541528239
{'mx-missile=y', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.975 | Consequent Support: 0.6137931034482759 | Support: 0.3586206896551724 | Lift: 1.5884831460674156
{'mx-missile=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9122807017543859 | Consequent Support: 0.5816091954022988 | Support: 0.3586206896551724 | Lift: 1.5685458706053672
{'adoption-of-the-budget-resolution=y', 'mx-missile=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9122807017543859 | Consequent Support: 0.4781609195402299 | Support: 0.3586206896551724 | Lift: 1.907894736842105
{'anti-satellite-test-ban=y', 'physician-fee-freeze=n', 'education-spending=n'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9285714285714286 | Consequent Support: 0.5816091954022988 | Support: 0.3586206896551724 | Lift: 1.596555618294749
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9454545454545454 | Consequent Support: 0.5678160919540229 | Support: 0.3586206896551724 | Lift: 1.6650717703349283
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'anti-satellite-test-ban=y'} --> {'Class Name=democrat'} | Confidence: 0.9873417721518987 | Consequent Support: 0.6137931034482759 | Support: 0.3586206896551724 | Lift: 1.6085905276632058
{'superfund-right-to-sue=n', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9936305732484076 | Consequent Support: 0.5678160919540229 | Support: 0.3586206896551724 | Lift: 1.7499161917532686
{'superfund-right-to-sue=n', 'anti-satellite-test-ban=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9176470588235294 | Consequent Support: 0.5632183908045977 | Support: 0.3586206896551724 | Lift: 1.6292917166866747
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9454545454545454 | Consequent Support: 0.5563218390804597 | Support: 0.3586206896551724 | Lift: 1.699474079639369
{'education-spending=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9176470588235294 | Consequent Support: 0.5816091954022988 | Support: 0.3586206896551724 | Lift: 1.5777726110206929
{'mx-missile=y', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9064327485380117 | Consequent Support: 0.5494252873563218 | Support: 0.3563218390804598 | Lift: 1.6497834544520298
{'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9627329192546584 | Consequent Support: 0.5563218390804597 | Support: 0.3563218390804598 | Lift: 1.7305323135362662
{'anti-satellite-test-ban=y', 'physician-fee-freeze=n', 'education-spending=n'} --> {'el-salvador-aid=n'} | Confidence: 0.9226190476190477 | Consequent Support: 0.4781609195402299 | Support: 0.3563218390804598 | Lift: 1.9295157967032968
{'physician-fee-freeze=n', 'education-spending=n', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9226190476190477 | Consequent Support: 0.5494252873563218 | Support: 0.3563218390804598 | Lift: 1.6792438732815305
{'education-spending=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.950920245398773 | Consequent Support: 0.5678160919540229 | Support: 0.3563218390804598 | Lift: 1.6746975981719283
{'education-spending=n', 'mx-missile=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9064327485380117 | Consequent Support: 0.5816091954022988 | Support: 0.3563218390804598 | Lift: 1.558491089383538
{'aid-to-nicaraguan-contras=y', 'anti-satellite-test-ban=y', 'mx-missile=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.96875 | Consequent Support: 0.6137931034482759 | Support: 0.3563218390804598 | Lift: 1.5783005617977528
{'aid-to-nicaraguan-contras=y', 'anti-satellite-test-ban=y', 'mx-missile=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.95679012345679 | Consequent Support: 0.4781609195402299 | Support: 0.3563218390804598 | Lift: 2.0009793447293447
{'Class Name=democrat', 'anti-satellite-test-ban=y', 'mx-missile=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9810126582278481 | Consequent Support: 0.5563218390804597 | Support: 0.3563218390804598 | Lift: 1.7633905220211321
{'aid-to-nicaraguan-contras=y', 'Class Name=democrat', 'mx-missile=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9226190476190477 | Consequent Support: 0.5494252873563218 | Support: 0.3563218390804598 | Lift: 1.6792438732815305
{'anti-satellite-test-ban=y', 'mx-missile=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9451219512195123 | Consequent Support: 0.5011494252873563 | Support: 0.3563218390804598 | Lift: 1.8859084806444397
{'anti-satellite-test-ban=y', 'mx-missile=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} | Confidence: 0.9281437125748503 | Consequent Support: 0.4689655172413793 | Support: 0.3563218390804598 | Lift: 1.9791299753434308
{'Class Name=democrat', 'mx-missile=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9064327485380117 | Consequent Support: 0.4827586206896552 | Support: 0.3563218390804598 | Lift: 1.877610693400167
{'crime=y', 'Class Name=republican'} --> {'physician-fee-freeze=y'} | Confidence: 0.9810126582278481 | Consequent Support: 0.4068965517241379 | Support: 0.3563218390804598 | Lift: 2.4109633125938643
{'crime=y', 'physician-fee-freeze=y'} --> {'Class Name=republican'} | Confidence: 0.9226190476190477 | Consequent Support: 0.38620689655172413 | Support: 0.3563218390804598 | Lift: 2.3889243197278915
{'Class Name=republican', 'physician-fee-freeze=y'} --> {'crime=y'} | Confidence: 0.950920245398773 | Consequent Support: 0.5701149425287356 | Support: 0.3563218390804598 | Lift: 1.6679447852760736
{'Class Name=republican'} --> {'crime=y', 'physician-fee-freeze=y'} | Confidence: 0.9226190476190477 | Consequent Support: 0.38620689655172413 | Support: 0.3563218390804598 | Lift: 2.3889243197278915
{'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.96875 | Consequent Support: 0.6137931034482759 | Support: 0.3563218390804598 | Lift: 1.5783005617977528
{'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9281437125748503 | Consequent Support: 0.4781609195402299 | Support: 0.3563218390804598 | Lift: 1.9410697835099033
{'superfund-right-to-sue=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9810126582278481 | Consequent Support: 0.5563218390804597 | Support: 0.3563218390804598 | Lift: 1.7633905220211321
{'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.950920245398773 | Consequent Support: 0.5011494252873563 | Support: 0.3563218390804598 | Lift: 1.8974784713232398
{'religious-groups-in-schools=y', 'crime=y', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9871794871794872 | Consequent Support: 0.48735632183908045 | Support: 0.35402298850574715 | Lift: 2.025580551523948
{'religious-groups-in-schools=y', 'el-salvador-aid=y', 'aid-to-nicaraguan-contras=n'} --> {'crime=y'} | Confidence: 0.9565217391304349 | Consequent Support: 0.5701149425287356 | Support: 0.35402298850574715 | Lift: 1.6777699859747548
{'el-salvador-aid=y', 'crime=y', 'aid-to-nicaraguan-contras=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9390243902439025 | Consequent Support: 0.6252873563218391 | Support: 0.35402298850574715 | Lift: 1.5017485652797706
{'religious-groups-in-schools=y', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y', 'crime=y'} | Confidence: 0.927710843373494 | Consequent Support: 0.4459770114942529 | Support: 0.35402298850574715 | Lift: 2.080176375605515
{'crime=y', 'aid-to-nicaraguan-contras=n'} --> {'religious-groups-in-schools=y', 'el-salvador-aid=y'} | Confidence: 0.927710843373494 | Consequent Support: 0.4528735632183908 | Support: 0.35402298850574715 | Lift: 2.048498562779035
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.35402298850574715 | Lift: 1.6292134831460674
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9058823529411765 | Consequent Support: 0.4781609195402299 | Support: 0.35402298850574715 | Lift: 1.8945135746606334
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9390243902439025 | Consequent Support: 0.5816091954022988 | Support: 0.35402298850574715 | Lift: 1.6145281018027573
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9871794871794872 | Consequent Support: 0.5678160919540229 | Support: 0.35402298850574715 | Lift: 1.7385549672999068
{'education-spending=n', 'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9871794871794872 | Consequent Support: 0.5563218390804597 | Support: 0.35402298850574715 | Lift: 1.7744755244755246
